TOD,PC1,PC2,PC3,PC4,PC5,PC6
-0.839253719086909,-0.7861183838355975,-0.3279658827707307,0.06911283923271767,0.008357899869452628,-0.06476235039897389,-0.03240874680218758
-0.629508410326847,-0.8072133312498365,0.04937280440310047,0.10429769749834916,-0.0588617188266065,-0.11482019454910268,-0.044527253032668614
-0.552569765555599,0.21333530418639324,-0.3840368990748735,0.11978062938003846,-0.10519725322284697,-0.10842047528989035,-0.035186478239093606
0.750610688492847,-0.7806717348096771,-0.5069232403756111,0.1008693854992024,-0.13044225939843396,-0.0709522478921192,0.020714845053646076
0.933069430133357,0.1945464604834704,-0.029096750570224948,0.144140168413141,-0.2254237498433005,-0.10710695119982014,0.0017847326271861078
0.964985078500852,0.18708756906528984,0.10881550327344794,0.13776082255657848,-0.2635911874042726,-0.041400379292316505,-0.014421117400553693
1.15457215880067,0.21751799651350934,-0.4165578138145338,0.04845951163382405,-0.23196118029727866,0.03324652691897119,0.038622417888275785
1.39767420290358,0.20184616856647764,-0.03480140234833323,-0.0019103678843252873,-0.2521673544282032,0.058834332200379945,0.02925780153772146
1.46717689965213,0.20492335294406097,-0.08187999542663492,-0.031919406404877004,-0.2659642641800422,0.09659346733239187,0.010817868649722237
1.57934041643112,-0.808620163574565,0.2411698866292454,-0.09097931422712441,-0.21496219643561784,0.08876916931323633,0.0061626716983474725
1.90189828659735,0.19643922199252653,0.1673241596045981,-0.11186703230640382,-0.1868613633055758,0.0672033965279735,-0.03242311057632664
1.99736532572493,-0.7774422121604581,-0.37665262043857634,-0.16503751956653662,-0.14095835953967248,0.11049863735739067,0.0073217029656091484
2.08856392307049,0.203483772621746,0.016660806145314466,-0.14723777640474564,-0.18137890091236905,0.021504892044334943,-0.01743647754000855
2.10800584058625,0.19420017829356565,0.22124450863097686,-0.1273644813759891,-0.15615606197884027,0.05273095966695471,-0.04936412332068066
2.10959538299129,0.2237652800598959,-0.30581750979993333,-0.16329664495085996,-0.06746335919643505,0.08377652628765496,-0.023173923472533046
2.18307450301212,-0.8037782524371176,0.24150626603073821,-0.17445682081172456,-0.08047845090026522,0.01997963489639238,-0.0186673053116557
2.18673876833911,-0.7967669234143612,0.07331648356139475,-0.15873270493733646,-0.10219714007396408,-0.007154345275436333,0.0017670140972777155
2.26578497197039,0.21330706631022078,-0.10051497459318662,-0.12395330925212535,-0.07587395303265007,0.0024359347348808223,-0.01049300413126377
2.30516343750525,0.22459437776852753,-0.21418205312949282,-0.17765709688755082,0.0005250090695849007,0.019059229532353644,-0.02071698948638694
2.31073414033149,0.20422707444623406,0.157284068752768,-0.13294597478041695,-0.04239948965211822,0.02945137591780465,-0.037341803061214526
2.33206780874885,0.2133709948541317,-0.021299267833752647,-0.15686515280206306,-0.04295567156572557,-0.02506428982889369,-0.022496174667015898
2.33281406790127,0.20738729985637305,0.08969806643355525,-0.1491873875979403,-0.06161738894945305,-0.02572847843458529,-0.02988001544628027
2.33585780652913,0.21264744693604218,0.005436109110598205,-0.15182208236501182,-0.03157698174463632,-0.024971476023466496,-0.020017629372655055
2.33867288492065,0.20980348278277813,0.0688184187400354,-0.1545266057200571,-0.03506945422981993,-0.01783851631996573,-0.01987758069767393
2.34020485222729,0.21918971618634414,-0.08838183255464264,-0.17125940430879857,0.005510364091035779,-0.006196511151597073,-0.006644364895419545
2.34614583171231,0.20820984886740593,0.1366202305131808,-0.1714274270716831,0.0024269306060521506,-0.023555992095690034,-0.012095245088323337
2.36055933695408,0.2115363348790271,0.05644982767222751,-0.1708976604910394,0.003060018487574876,-0.08732783479120997,0.006007166357846462
2.37759728821484,0.21695733261340347,-0.011251105842993039,-0.20111485539583043,0.05288306798274273,-0.05310128808211366,-0.015484992857973908
2.37964604173184,0.2104331863301281,0.0827979072144374,-0.19087685196531537,0.021568909944232943,-0.07597369459540335,-0.01920214832080801
2.49109772687554,-0.7742749228719535,-0.19722053275275844,-0.24335045230380084,0.0769566401687449,-0.04824650985177219,0.005697492788887155
2.50804369880753,0.2124238479460672,0.04768142542121656,-0.18611152792296828,0.05729765084567143,-0.06046021148679268,-0.02931122534296887
2.5163481317498,0.22081433246783694,-0.126652573525792,-0.17233193168967786,0.06898929514925056,-0.05049370206643169,-0.012554411808771274
2.51684399395106,0.20326870485061777,0.19270084378929553,-0.13786742254191003,0.035074195270865666,-0.07317826211557593,-0.037146523461598524
2.53536885040444,0.23410729448240833,-0.3409389585088815,-0.17335657588426995,0.13388064239666758,0.014571692845506273,-0.013375282162070441
2.53906786085162,0.2094062442217074,0.11591202585227339,-0.10293624989647115,0.07357955938783556,-0.009144110076266533,0.009439698729872168
2.5398075029906,0.21404197484074003,0.04504148691430552,-0.08948388658293084,0.09757736531614124,0.005599355456509429,0.03505613144334909
2.54203405058686,0.21415981396194766,0.0635644599003463,-0.07038753006610607,0.12833272571256668,0.03218891317510913,0.04840015050973371
2.55893733673506,0.20984619668346977,0.1536958442706553,-0.05155225338808974,0.12401275322047696,0.05197141678868426,0.0678115055988149
2.57877464916503,0.20458315859351156,0.20941405326603418,-0.031112601800848523,0.07446852469096629,0.038218284463689335,0.06122606548457261
2.58923111297877,0.1901605367458685,0.4537404044698728,0.011381480934042934,0.01968834151677236,0.02648397636276252,0.08329585319602414
2.59335315627419,0.20579029909331115,0.12676686212164417,-0.0009299109985622696,0.031884529183755124,0.012354329018680287,0.09536119224906701
2.5973305284851,0.21569990118666835,-0.08347119348561216,-0.01275768566316416,0.048382087448035,0.0655440709254854,0.09005969531502653
2.64752048685691,0.1846841191111886,0.49827535224345887,0.025514705720634922,0.005229867582517269,0.03369964851690377,0.06201618513853369
2.65774839944431,0.22584825607334608,-0.2952069414936857,-0.030354899724362516,0.08041071425684204,0.0650989253197645,0.09141986897271002
2.66902438214515,0.20277872415078405,0.10643064305057962,-0.0016014960993364555,0.01133784353817176,0.016159544746629458,0.05592978114662023
2.6712265052914,-0.7928606528462597,0.0673359998695518,-0.04698920895797078,0.08559310198421703,0.04202663458833086,0.07263637665419498
2.67141187871117,-0.7907499435189222,0.0020319633191791466,-0.039076207010134714,0.07818063160621362,0.03311924015862909,0.07127930120968946
2.67758259571282,0.20358061158440352,0.08500758577939443,0.024357972810422523,0.043416594726900674,0.03985026012527086,0.0663037365613126
2.68219852222396,0.20273973535063597,0.09195229595106838,0.03334309101482085,0.04270133321719832,-0.03202531080008009,0.05269906115415275
2.68246651004765,-0.8051750984324124,0.2397357906097809,0.02769974801012747,0.04312429433270197,-0.06977381806742128,0.055075020584584015
2.70476229064367,0.21415672686823436,-0.1505813855995599,0.06104925810162096,0.026335880111639096,-0.057388354708156994,0.08030686801453601
2.70734302644648,0.20753226453800544,-0.029973350366165014,0.07008160191185028,0.019919677709455325,-0.10096670305324033,0.06781332172599712
2.71476581851356,0.20035128695577348,0.09035469378009758,0.07791568746624386,-1.3666240334993388e-06,-0.12317110958262859,0.04375590780892673
2.72099282937656,0.22710310142963863,-0.37230179161557003,0.03466211789434363,0.10082545326790437,-0.08448864035856037,0.052476286745762206
2.77982401489326,0.20735757920011152,-0.0023507025361044773,0.062373031006019604,0.06978965619104989,-0.11258391914294542,0.02072754633191507
2.77986657492998,0.21120082079907265,-0.059601764031908255,0.052447103773520416,0.0941957811302731,-0.08113083502975298,0.019093621102566155
2.78060947421184,0.20977480441601618,-0.019361381668386444,0.04699765288125404,0.10196662828761528,-0.06330478179563194,0.014626822201916915
2.78491893983045,-0.7831059765277394,-0.1075532371872498,-0.007822359375881773,0.17995318801601712,-0.02439091532274866,-0.002477664087863411
2.80303027673118,-0.7985674596184091,0.17595055606308535,0.01189734293097871,0.13143420620582322,-0.028898727337398122,-0.009900184266773353
2.80691158427679,0.19660454471351582,0.2591649573793273,0.06287909350353597,0.08313473365889303,-0.014441775510700907,-0.015937674192778212
2.80843505445744,0.21207388371881347,-0.025706501508976853,0.05137654218413135,0.10731176131611836,0.004355918319909922,-0.01879988896118741
2.81266820236444,0.21196678791010462,-0.041675121968343665,0.03461244322219932,0.0741660763167047,0.006871630001154911,-0.02927155909768441
2.822196534187,0.19693725339871682,0.1976869309072008,0.06588371670868814,0.016738549681176117,-0.04109798360595585,-0.050425583913320346
2.8475523363971,0.2131287726886526,-0.12523125390268997,0.059721639401338275,0.04986870818134724,-0.024740333418913935,-0.055253710709267094
2.85336304145109,0.19892840613932553,0.13657195665610208,0.07714343399466604,0.03518867896471339,0.007017460219024343,-0.09627795137305582
2.89250602650154,0.22186100788664534,-0.26452487062659163,0.055735051268149004,0.11296712800971898,0.06518948651437795,-0.08426157610073959
2.91396501194177,0.20152485239318435,0.10291145873186704,0.0731775300728128,0.058272771024067284,0.03357931566243797,-0.1132667381559871
2.91854539249795,-0.7929324965924892,-0.017402621349531897,0.04475657551674549,0.10373740662481895,0.04652328087230028,-0.1064227325435324
2.92093387757412,0.20084463207965375,0.09068571386194099,0.09497583740004589,0.0889364160063563,0.029983526509305303,-0.13052165537230434
2.92289948616032,0.20034939584378442,0.11967806716654703,0.10321865151729197,0.0998899173607855,0.053927052221309155,-0.10938399182488356
2.9245341812826,0.22084484536861435,-0.27316187146560866,0.07993493516591492,0.13021250684065022,0.13243745462779183,-0.07161323211392924
2.95012505119653,0.20135298269679386,0.051704728826778075,0.12693291003290513,0.06277270763968686,0.04267127259648147,-0.04752370567075712
2.95402911018931,0.19805383718089314,0.054036312153101944,0.1390311594376771,0.012976158343925074,0.005795505800705248,-0.04943981771679852
2.95610854312015,-0.8001814721909178,0.0236236684362771,0.10927652375984312,0.06726994758581872,0.03795317923961281,-0.03673925835441324
3.00136893568393,-0.7928384618624001,-0.09687532525177568,0.10356088726356538,0.07184566281449566,0.07129416253693303,0.0035197759640842783
3.00804370738271,0.20888075207952997,-0.13738718148993795,0.1364382420531949,0.03723190260690965,0.0826206001489922,0.003137352138281563
3.02640701067552,-0.7918311487457186,-0.13253580394052367,0.1296629909165726,0.03281784472322922,0.1458608220380093,0.04477260186609003
3.02732718065268,0.1969201754306194,0.07095142396011409,0.16322142313834984,-0.02972227504479139,0.09967235630692518,0.009136475967186685
3.03347626130792,0.1971774621079307,0.07291823794855275,0.19037503556578142,-0.019883265199549364,0.11198872070975462,0.01906125353571761
3.03998007489136,0.19361612984328266,0.19010328963425066,0.17704097513049022,0.0012765584922714277,0.1196022052979844,0.014006672981729647
3.05066080552653,0.1905764395441734,0.21882978309037646,0.18882250054647434,-0.044412058745892394,0.049803779690413816,0.027982634389887944
3.0514410237781,0.20622716876547206,-0.0946028567968728,0.1537019513829405,-0.021801690068517437,0.036843122208310944,0.013100221324268758
3.0560258509342,0.18864039175534963,0.1815250674543497,0.19676499063683048,-0.08865555550671592,-0.017669777691738494,0.012635771608020617
3.06625134347406,0.22106727242508162,-0.4133971175595628,0.1294546332130099,-0.02156128385254482,-0.024199605767952905,0.024375170210502988
3.0911588870342,0.19743394356759192,-0.013437813503351248,0.18637587843770853,-0.07884694898836794,-0.0979479484427345,0.008361706816120171
3.09355812911819,0.21836906693620947,-0.42352670139192433,0.14809831554096797,-0.04850695451673168,-0.08646803275079051,0.011173439345654335
3.09808524503145,-0.8304711718940223,0.4915412725066433,0.17704236173267732,-0.11853766104938193,-0.16437483353963223,-0.034463936740532164
