0,1
-9.143193,8.274804
-8.626768,8.475475
-8.776142,7.847418
-8.459158,8.619172
-9.040769,8.246109
-8.689503,8.556371
-8.671778,7.533686
-7.6436334,8.531832
-8.010939,7.8877263
-8.2328205,8.073178
-7.6676702,7.318408
-8.016948,7.5650415
-7.5275235,7.276516
-6.8889046,6.6599393
-7.0789924,6.6320524
-5.9198523,5.0496373
-4.9997406,5.3192377
-6.365882,5.7751994
-7.0029244,5.638236
-5.542551,5.846556
-5.4547267,5.151972
-6.369785,4.022477
-5.5867176,3.8422244
-5.44594,4.593782
-5.2246084,4.4999237
-5.100844,3.4955766
-4.9873686,4.9665227
-5.1459765,4.946215
-5.951954,4.353297
-4.1563606,4.472881
-5.068803,4.090753
-5.0981874,5.96412
-3.529082,4.2731133
-3.786201,3.3307998
-3.3954723,1.4011437
-2.9365919,1.219865
-3.7964427,3.2265038
-2.1056416,2.226968
-3.5274467,3.1626902
-3.328799,2.2322936
-3.495612,3.4312174
-3.7173078,2.9681904
-1.4663624,2.629258
-2.0508928,2.2322657
-1.9477342,2.976521
-0.6685724,0.006498677
-1.5813732,0.6491755
-1.1917145,-0.91556734
0.20645514,1.0929493
-1.2353309,-0.14540163
-2.282825,1.6876329
-1.6338295,1.2000464
-0.6063867,0.86032826
-1.1407483,1.3812189
-0.5087723,1.529995
-1.0762956,1.7162486
-2.225234,0.14310367
1.4145517,-1.215208
0.62534124,-0.06906957
1.3937333,0.4375034
1.4889629,-0.28375012
0.15257019,-0.073502846
2.1328135,-0.5443776
0.5186748,-0.061403476
1.9051036,-0.81819326
1.989137,-1.9546235
0.6980209,-0.6358968
1.442516,-2.5272708
3.7172222,-1.5459546
2.498626,-2.7214887
2.3734171,-1.7369486
4.0395765,-2.2480817
2.4302413,-1.0059524
3.1912742,-1.976415
2.9517696,-1.506037
2.591148,-3.017631
2.6757524,-1.801323
4.3898506,-4.377804
4.0277267,-2.8100777
5.456479,-2.3607607
4.9357457,-2.7613733
4.2287602,-3.6508827
5.4731846,-1.7100508
4.8614936,-2.2610064
4.195916,-2.3556876
4.866014,-1.2257788
4.7522435,-2.5853198
5.393741,-3.0401185
5.365417,-2.30605
5.8688846,-3.1338437
6.4296327,-2.323297
5.887257,-2.8165412
5.1334763,-3.3426204
